STATE,REGION,COUNTY,FIPSCODE,CCBP_RATE_SOGS_PER_1000,ACS_PER_CAPITA_INCOME,ACS_PCT_PERSON_INC99
Missouri,Midwest,Ripley County,29181,0.2163033779,17138,23.97175
Missouri,Midwest,St. Charles County,29183,0.1157544507,32756.5,6.08
Missouri,Midwest,St. Clair County,29185,0.3453672682,18411.25,22.299
Missouri,Midwest,Ste. Genevieve County,29186,0.1396513503,23621.5,13.818
Missouri,Midwest,St. Francois County,29187,0.2079612082,19229.75,18.8415
Missouri,Midwest,St. Louis County,29189,0.1795050099,35567.75,10.7
Missouri,Midwest,Saline County,29195,0.2254525306,19891.25,18.0395
Missouri,Midwest,Schuyler County,29197,0.2244093415,18987.33333,22.447
Missouri,Midwest,Scotland County,29199,0.4622042812,21351,16.10225
Missouri,Midwest,Scott County,29201,0.2694833705,21009.5,19.39025
Missouri,Midwest,Shannon County,29203,0.2722762473,18685.25,23.6265
Missouri,Midwest,Shelby County,29205,0.4103699083,20419.25,17.227
Missouri,Midwest,Stoddard County,29207,0.2356663737,22465.25,15.54825
Missouri,Midwest,Stone County,29209,0.1827504849,22366.5,15.861
Missouri,Midwest,Sullivan County,29211,0.5070381327,19911,16.5505
Missouri,Midwest,Taney County,29213,0.1806852168,20381,18.952
Missouri,Midwest,Texas County,29215,0.2140225239,17788.5,22.687
Missouri,Midwest,Vernon County,29217,0.05989722862,20466.25,19.16925
Missouri,Midwest,Warren County,29219,0.1871646929,24683.25,13.71025
Missouri,Midwest,Washington County,29221,0.070048994,17875.5,22.05325
Missouri,Midwest,Wayne County,29223,0.2794474614,18700.75,22.3555
Missouri,Midwest,Webster County,29225,0.1206767265,20129.5,18.26475
Missouri,Midwest,Worth County,29227,0.4884623197,23451,13.64525
Missouri,Midwest,Wright County,29229,0.2744956005,16940.25,25.25325
Missouri,Midwest,St. Louis City,29510,0.351074999,23917.75,27.24175
Montana,West,Beaverhead County,30001,0.3746239135,25384.5,15.91525
Montana,West,Big Horn County,30003,0.3006080471,16392.5,27.8325
Montana,West,Blaine County,30005,0.6359681536,17372,28.286
Montana,West,Broadwater County,30007,0.1752368072,27574.75,9.67175
Montana,West,Carbon County,30009,0.4320726748,28505.25,11.128
Montana,West,Carter County,30011,1.083090941,28327.75,12.29275
Montana,West,Cascade County,30013,0.14035082,25597.75,14.82775
Montana,West,Chouteau County,30015,0.3859998162,22275.25,22.08475
Montana,West,Custer County,30017,0.209226379,25258.5,12.1755
Montana,West,Daniels County,30019,0.846896945,32796,6.85475
Montana,West,Dawson County,30021,0.2120897233,27421.5,14.89675
Montana,West,Deer Lodge County,30023,0.3009071124,23087.75,19.395
Montana,West,Fallon County,30025,0.3222842684,31393.25,6.402
Montana,West,Fergus County,30027,0.6822595372,25548.75,12.45
Montana,West,Flathead County,30029,0.1810222593,26262.5,13.742
Montana,West,Gallatin County,30031,0.1915063322,30152.25,13.66525
Montana,West,Garfield County,30033,0.7826002579,26860,8.83675
Montana,West,Glacier County,30035,0.3462567225,16372.5,33.255
Montana,West,Granite County,30039,0.7930156983,26750.25,14.34125
Montana,West,Hill County,30041,0.1062349597,21108.5,20.26775
Montana,West,Jefferson County,30043,0.2597642136,30951.25,8.69925
Montana,West,Judith Basin County,30045,1.018681283,26467.5,12.969
Montana,West,Lake County,30047,0.2723521882,22229.25,22.23875
Montana,West,Lewis And Clark County,30049,0.1702580272,28854.75,11.45125
Montana,West,Liberty County,30051,0.7354622216,26611,17.7075
Montana,West,Lincoln County,30053,0.4420319921,22360.75,17.86875
Montana,West,Mccone County,30055,0.5829458144,28494.75,9.073
Montana,West,Madison County,30057,0.3800178413,31479,10.18425
Montana,West,Meagher County,30059,1.214865918,20143.5,14.261
Montana,West,Mineral County,30061,0.7765849913,20590,19.173
Montana,West,Missoula County,30063,0.1823930863,26764.5,16.14625
Montana,West,Musselshell County,30065,0.4301148966,23260.75,15.742
Montana,West,Park County,30067,0.2510626691,26267.75,12.355
Montana,West,Petroleum County,30069,2.044917958,24370.25,11.063
Montana,West,Phillips County,30071,0.4822892177,22562.75,14.99025
Montana,West,Pondera County,30073,0.3267818352,22479,19.45275
Montana,West,Powder River County,30075,0.7104990148,29168,9.30375
Montana,West,Powell County,30077,0.2911523136,21385.5,13.70525
Montana,West,Prairie County,30079,0.8721849672,22597,19.18675
Montana,West,Ravalli County,30081,0.2857252531,22728,17.80575
Montana,West,Richland County,30083,0.2610404698,32681.25,11.88575
Montana,West,Roosevelt County,30085,0.4443352546,16668.75,26.7345
Montana,West,Rosebud County,30087,0.6993690351,22993,19.26125
Montana,West,Sanders County,30089,0.9257284089,19828,22.40175
Montana,West,Sheridan County,30091,0.549177138,31457.75,11.1765
Montana,West,Silver Bow County,30093,0.2306801784,24306.5,19.87125
Montana,West,Stillwater County,30095,0.3760372081,29585.25,7.54225
Montana,West,Sweet Grass County,30097,0.275241491,24909.25,12.83525
Montana,West,Teton County,30099,0.3725133105,24213.25,12.582
Montana,West,Toole County,30101,0.3460051495,22951.25,17.455
Montana,West,Valley County,30105,0.3946442626,26543.25,11.90925
Montana,West,Wheatland County,30107,0.5927905172,18765.75,15.64375
Montana,West,Wibaux County,30109,0.9308257894,25116,14.00325
Montana,West,Yellowstone County,30111,0.1138630662,29193.5,11.67725
Nebraska,Midwest,Adams County,31001,0.1664527834,26967.75,11.87525
Nebraska,Midwest,Antelope County,31003,0.7411074481,26327.25,12.026
Nebraska,Midwest,Arthur County,31005,2.19578893,19893.5,7.52275
Nebraska,Midwest,Boone County,31011,0.7477954042,26915.5,9.49175
Nebraska,Midwest,Box Butte County,31013,0.3548158255,25889.75,18.775
Nebraska,Midwest,Boyd County,31015,0.9979387255,23883,11.53275
Nebraska,Midwest,Brown County,31017,1.093438776,25663.75,16.28775
Nebraska,Midwest,Buffalo County,31019,0.2009950127,26012,13.1805
Nebraska,Midwest,Burt County,31021,0.3054496965,24747.25,9.60375
Nebraska,Midwest,Butler County,31023,0.2464445854,28425,8.87625
Nebraska,Midwest,Cass County,31025,0.2358811888,30345.5,6.36775
Nebraska,Midwest,Cedar County,31027,0.4666340931,27219.25,10.373
Nebraska,Midwest,Chase County,31029,0.8846169433,29566.5,10.8965
Nebraska,Midwest,Cherry County,31031,0.4754479693,26068.75,10.953
Nebraska,Midwest,Cheyenne County,31033,0.2972983496,29823,12.2775
Nebraska,Midwest,Clay County,31035,0.7165318897,25334,9.5585
Nebraska,Midwest,Colfax County,31037,0.5402283393,23478.75,13.5735
Nebraska,Midwest,Cuming County,31039,0.3607062181,25309.5,11.95375
Nebraska,Midwest,Custer County,31041,0.5780044623,27528,10.8075
Nebraska,Midwest,Dakota County,31043,0.3043683668,20791.75,16.698
Nebraska,Midwest,Dawes County,31045,0.250268913,22318.5,17.4975
Nebraska,Midwest,Dawson County,31047,0.1672388212,21832,14.8195
Nebraska,Midwest,Deuel County,31049,0.9202665944,27860.25,12.79525
Nebraska,Midwest,Dixon County,31051,0.3029990485,24302.75,11.47175
Nebraska,Midwest,Dodge County,31053,0.2049692817,25148.75,11.45675
Nebraska,Midwest,Douglas County,31055,0.1671420077,29673.25,14.43575
Nebraska,Midwest,Fillmore County,31059,0.5796989133,27392.25,9.18
Nebraska,Midwest,Franklin County,31061,0.6623433439,27310.75,13.39375
Nebraska,Midwest,Frontier County,31063,1.493720893,25814.5,12.151
Nebraska,Midwest,Furnas County,31065,0.8818388473,22674.5,16.48125
Nebraska,Midwest,Gage County,31067,0.2308549664,25568.75,10.81025
Nebraska,Midwest,Garden County,31069,0.6536358368,29138.5,10.72275
Nebraska,Midwest,Garfield County,31071,0.6217871317,23005.5,10.614
Nebraska,Midwest,Gosper County,31073,0.4956105344,26229.25,6.763
Nebraska,Midwest,Grant County,31075,1.557242484,21286.5,15.513
Nebraska,Midwest,Greeley County,31077,0.816410765,24030.5,10.6295
Nebraska,Midwest,Hall County,31079,0.168011203,24016.75,14.8715
Nebraska,Midwest,Hamilton County,31081,0.1369268741,29421.5,9.24475
Nebraska,Midwest,Harlan County,31083,0.2888580392,25468.75,13.247
Nebraska,Midwest,Hayes County,31085,1.092524485,25410,6.756
Nebraska,Midwest,Hitchcock County,31087,0.6994003405,23407.75,15.9155
Nebraska,Midwest,Holt County,31089,0.6304127354,25170.75,10.8485
Nebraska,Midwest,Hooker County,31091,1.404429919,22180,16.05825
Nebraska,Midwest,Howard County,31093,0.3534404981,27273,10.05075
Nebraska,Midwest,Jefferson County,31095,0.2739239938,25460.5,12.94625
Nebraska,Midwest,Johnson County,31097,0.1919252476,20859.25,12.411
Nebraska,Midwest,Kearney County,31099,0.4200663377,28427.5,5.994
Nebraska,Midwest,Keith County,31101,0.3684874266,26205.75,11.882
Nebraska,Midwest,Keya Paha County,31103,1.260253957,27026.75,14.0535
Nebraska,Midwest,Kimball County,31105,0.270188495,24420,12.3875
Nebraska,Midwest,Knox County,31107,0.7063504579,26184,13.45525
Nebraska,Midwest,Lancaster County,31109,0.1587615654,27754.25,14.7495
Nebraska,Midwest,Lincoln County,31111,0.266565522,26903.5,12.19225
Nebraska,Midwest,Madison County,31119,0.2354104058,25103.25,14.78
Nebraska,Midwest,Merrick County,31121,0.2239134173,25570,10.6545
Nebraska,Midwest,Morrill County,31123,0.6111685789,23724,12.955
Nebraska,Midwest,Nance County,31125,0.7031095414,25210.25,12.56375
Nebraska,Midwest,Nemaha County,31127,0.5662976296,26970.75,9.79075
Nebraska,Midwest,Nuckolls County,31129,0.3454097548,23731.5,11.6
Nebraska,Midwest,Otoe County,31131,0.2529336122,26209.5,10.64725
Nebraska,Midwest,Pawnee County,31133,0.368147721,26658.25,19.09625
Nebraska,Midwest,Perkins County,31135,0.4315885529,29291.25,6.88075
Nebraska,Midwest,Phelps County,31137,0.3265232958,27140.25,7.897
Nebraska,Midwest,Pierce County,31139,0.5571471993,26205.5,5.84675
Nebraska,Midwest,Platte County,31141,0.1677261088,25738.75,9.294
Nebraska,Midwest,Polk County,31143,0.5749924973,29645.25,8.1
Nebraska,Midwest,Red Willow County,31145,0.09174267196,23787,11.5905
Nebraska,Midwest,Richardson County,31147,0.247919394,25066.25,18.17275
Nebraska,Midwest,Rock County,31149,0.7006356459,28027.75,10.1375
Nebraska,Midwest,Saline County,31151,0.2806060294,21368,13.24
Nebraska,Midwest,Sarpy County,31153,0.0834582026,30884,6.5055
Nebraska,Midwest,Saunders County,31155,0.2988002769,29799.75,8.8455
Nebraska,Midwest,Scotts Bluff County,31157,0.1780820385,24641,13.67725
Nebraska,Midwest,Seward County,31159,0.2789638087,28138.25,9.05625
Nebraska,Midwest,Sheridan County,31161,1.243527297,23506.75,16.6485
Nebraska,Midwest,Sherman County,31163,0.5764378228,25526.5,13.0505
Nebraska,Midwest,Sioux County,31165,0.7641936766,28800.66667,10.91666667
Nebraska,Midwest,Stanton County,31167,0.1659751311,27139.5,9.97075
Nebraska,Midwest,Thayer County,31169,0.776735764,28442,12.7825
Nebraska,Midwest,Thomas County,31171,1.418254059,29939.5,8.34
Nebraska,Midwest,Thurston County,31173,0.2173468045,17678.5,28.7485
Nebraska,Midwest,Valley County,31175,0.65572501,24931.75,13.56325
Nebraska,Midwest,Washington County,31177,0.1001161933,30673.25,8.844
Nebraska,Midwest,Wayne County,31179,0.2128358359,25683.5,13.90725
Nebraska,Midwest,Webster County,31181,0.5538350731,22667.5,12.8225
Nebraska,Midwest,York County,31185,0.253294459,28021.5,9.657
Nevada,West,Churchill County,32001,0.08367186254,24173,16.011
Nevada,West,Clark County,32003,0.1081066346,26241.5,15.403
Nevada,West,Douglas County,32005,0.1107464459,34128.25,10.563
Nevada,West,Elko County,32007,0.2108611911,29871.5,10.04325
Nevada,West,Esmeralda County,32009,1.202425702,21193.5,18.5625
Nevada,West,Eureka County,32011,0.5001109011,30900.75,12.696
Nevada,West,Humboldt County,32013,0.2340187735,26974.25,11.164
Nevada,West,Lander County,32015,0.3393899979,29634,11.44825
Nevada,West,Lincoln County,32017,0.625665994,23957.75,14.826
Nevada,West,Lyon County,32019,0.09169706196,22789.5,15.427
Nevada,West,Mineral County,32021,0.2245406626,23665,20.59375
Nevada,West,Nye County,32023,0.168684445,22758.25,18.23675
Nevada,West,Pershing County,32027,0.1496341162,17947.25,17.79125
Nevada,West,Washoe County,32031,0.1307877285,28997.5,15.23475
Nevada,West,White Pine County,32033,0.3022907149,24709.25,12.03575
Nevada,West,Carson City,32510,0.1712675288,26209.25,16.69425
New Hampshire,Northeast,Belknap County,33001,0.1696897981,31426.75,10.219
New Hampshire,Northeast,Carroll County,33003,0.3265859376,32627.75,9.8295
New Hampshire,Northeast,Cheshire County,33005,0.1866131313,29645.25,11.46175
New Hampshire,Northeast,Coos County,33007,0.3257159496,24779.25,13.49425
New Hampshire,Northeast,Grafton County,33009,0.3144971225,32098,11.43975
New Hampshire,Northeast,Hillsborough County,33011,0.1690661352,35102.75,8.64775
New Hampshire,Northeast,Merrimack County,33013,0.1381897124,31939.25,8.983
New Hampshire,Northeast,Rockingham County,33015,0.1631123139,39980.5,5.44825
New Hampshire,Northeast,Strafford County,33017,0.1696913836,29910.25,10.7485
New Hampshire,Northeast,Sullivan County,33019,0.162398355,29302.75,9.41975
New Jersey,Northeast,Atlantic County,34001,0.2986106382,27845.5,15.04575
New Jersey,Northeast,Bergen County,34003,0.2826103695,43880.25,7.4125
New Jersey,Northeast,Burlington County,34005,0.1570026121,37434.5,6.02875
New Jersey,Northeast,Camden County,34007,0.3074378262,30954.25,13.14125
New Jersey,Northeast,Cape May County,34009,0.4364130397,33506.25,10.5195
New Jersey,Northeast,Cumberland County,34011,0.2337188542,22417.25,17.96325
New Jersey,Northeast,Essex County,34013,0.4739982033,32674.5,17.07475
New Jersey,Northeast,Gloucester County,34015,0.1428249801,33780,8.07425
New Jersey,Northeast,Hudson County,34017,0.4070945273,33243,17.26925
New Jersey,Northeast,Hunterdon County,34019,0.196962573,51442.5,4.267
New Jersey,Northeast,Mercer County,34021,0.3391571896,37968.25,11.38075
New Jersey,Northeast,Middlesex County,34023,0.2660199269,34711,8.70325
New Jersey,Northeast,Monmouth County,34025,0.2680642202,43567.5,7.34775
New Jersey,Northeast,Morris County,34027,0.2041520857,49619,4.53875
New Jersey,Northeast,Ocean County,34029,0.1778482492,31132.75,10.9845
New Jersey,Northeast,Passaic County,34031,0.4863289907,27812.75,16.551
New Jersey,Northeast,Salem County,34033,0.2382828975,29441.5,13.2975
New Jersey,Northeast,Somerset County,34035,0.2284065256,48818.5,5.081
New Jersey,Northeast,Sussex County,34037,0.2068505365,38720,5.732
New Jersey,Northeast,Union County,34039,0.2918440496,35545.5,10.87675
New Jersey,Northeast,Warren County,34041,0.2507212543,34273.25,7.88575
New Mexico,West,Bernalillo County,35001,0.1141808336,26974.25,18.66125
New Mexico,West,Catron County,35003,0.5663650225,20329.25,21.14075
New Mexico,West,Chaves County,35005,0.0987517561,20355.5,21.83625
New Mexico,West,Cibola County,35006,0.1104375486,16362,28.31625
New Mexico,West,Colfax County,35007,0.2380005108,20951.75,19.48975
New Mexico,West,Curry County,35009,0.08405220683,21644,20.32525
New Mexico,West,De Baca County,35011,0.6699596995,25855.75,21.94425
New Mexico,West,Dona Ana County,35013,0.101527232,19973.75,27.66125
New Mexico,West,Eddy County,35015,0.09659274455,28087.5,12.63375
New Mexico,West,Grant County,35017,0.1663046996,23514.75,20.544
New Mexico,West,Harding County,35021,1.434151026,22634,14.7685
New Mexico,West,Hidalgo County,35023,0.4463935842,18685,23.69125
New Mexico,West,Lea County,35025,0.1140853092,23344,15.53575
New Mexico,West,Lincoln County,35027,0.1657526933,25291.75,16.3455
New Mexico,West,Los Alamos County,35028,0.1672004975,50995.25,5.28125
New Mexico,West,Luna County,35029,0.08184345193,15597.75,29.74725
New Mexico,West,Mckinley County,35031,0.1644139795,12743.75,36.77775
New Mexico,West,Mora County,35033,0.2168356186,17227.5,21.879
New Mexico,West,Otero County,35035,0.1221023846,19948,22.9225
New Mexico,West,Quay County,35037,0.2355050198,17568.75,19.4945
New Mexico,West,Rio Arriba County,35039,0.09463692567,19693.75,22.708
New Mexico,West,Roosevelt County,35041,0.05133341611,17944.75,26.349
New Mexico,West,Sandoval County,35043,0.09604919703,26910.5,14.37075
New Mexico,West,San Juan County,35045,0.07381868014,22159.75,21.13075
New Mexico,West,San Miguel County,35047,0.1143841224,17780,29.6525
New Mexico,West,Santa Fe County,35049,0.1891510048,32993,16.20875
New Mexico,West,Sierra County,35051,0.1772529018,18954.5,20.79575
New Mexico,West,Socorro County,35053,0.1014170229,17975.75,24.46675
New Mexico,West,Taos County,35055,0.2507012783,22025,23.7545
New Mexico,West,Torrance County,35057,0.143645925,18555,30.303
New Mexico,West,Union County,35059,0.2366256747,20444.75,13.94975
New Mexico,West,Valencia County,35061,0.1021208215,19630.75,23.826
New York,Northeast,Albany County,36001,0.3352967801,32904.75,13.23125
New York,Northeast,Allegany County,36003,0.2894879351,21069.25,16.87
New York,Northeast,Bronx County,36005,0.8846014252,18448,30.37525
New York,Northeast,Broome County,36007,0.2125767246,25160,17.616
New York,Northeast,Cattaraugus County,36009,0.2458014899,22425.75,17.84075
New York,Northeast,Cayuga County,36011,0.1465353878,25538.5,12.11725
New York,Northeast,Chautauqua County,36013,0.2307664914,22700.75,19.18375
New York,Northeast,Chemung County,36015,0.1754039266,25938.5,15.852
New York,Northeast,Chenango County,36017,0.2039217168,22819.25,15.80125
New York,Northeast,Clinton County,36019,0.2621906423,24980,15.58675
New York,Northeast,Columbia County,36021,0.3369608284,33248.25,11.14975
New York,Northeast,Cortland County,36023,0.1444508597,23913.25,14.155
New York,Northeast,Delaware County,36025,0.2545427664,24044,14.707
New York,Northeast,Dutchess County,36027,0.323330813,34145,9.07025
New York,Northeast,Erie County,36029,0.3286369274,28827.25,14.7685
New York,Northeast,Essex County,36031,0.4982687032,27074.25,10.995
New York,Northeast,Franklin County,36033,0.2501157222,22511.25,19.6075
New York,Northeast,Fulton County,36035,0.2179768305,24383.75,16.52825
New York,Northeast,Genesee County,36037,0.1750769149,25686.25,12.737
New York,Northeast,Greene County,36039,0.2561192703,26009.5,13.72325
New York,Northeast,Hamilton County,36041,0.8548875304,28144.5,10.76575
New York,Northeast,Herkimer County,36043,0.178179578,23864,14.8685
New York,Northeast,Jefferson County,36045,0.2729707965,23647.5,15.01875
New York,Northeast,Kings County,36047,0.9462008818,26532.25,23.11425
New York,Northeast,Lewis County,36049,0.1114665008,24166.75,13.228
New York,Northeast,Livingston County,36051,0.2173963252,24174.25,14.429
New York,Northeast,Madison County,36053,0.17723054,25956,11.619
New York,Northeast,Monroe County,36055,0.2562858365,29380,15.13475
New York,Northeast,Montgomery County,36057,0.2220347594,23666.25,19.76425
New York,Northeast,Nassau County,36059,0.4160462373,43275.75,6.105
New York,Northeast,New York County,36061,0.8202779157,64405.75,17.74825
New York,Northeast,Niagara County,36063,0.1609329083,26769.75,13.6515
New York,Northeast,Oneida County,36065,0.2868547102,25823.75,16.5335
New York,Northeast,Onondaga County,36067,0.2620830305,29392.75,15.163
New York,Northeast,Ontario County,36069,0.1648006951,30677,10.15925
New York,Northeast,Orange County,36071,0.2981529632,30859.75,12.6095
New York,Northeast,Orleans County,36073,0.18586906,22501.75,15.05575
New York,Northeast,Oswego County,36075,0.1914172516,23587,18.19975
New York,Northeast,Otsego County,36077,0.2960769683,24510.5,16.163
New York,Northeast,Putnam County,36079,0.3248944064,41110.5,5.45
New York,Northeast,Queens County,36081,0.6910646884,26895.5,14.995
New York,Northeast,Rensselaer County,36083,0.2382666082,30651,12.75275
New York,Northeast,Richmond County,36085,0.5020679397,32158.25,12.41325
New York,Northeast,Rockland County,36087,0.3263837813,34907,14.196
New York,Northeast,St. Lawrence County,36089,0.2528060524,22745.25,19.4885
New York,Northeast,Saratoga County,36091,0.1219628004,36135.25,6.6045
New York,Northeast,Schenectady County,36093,0.2891038994,28760.5,12.51475
New York,Northeast,Schoharie County,36095,0.04760022397,25954.25,12.862
New York,Northeast,Schuyler County,36097,0.06905154653,24723.75,13.49975
New York,Northeast,Seneca County,36099,0.1934303067,24321,12.60425
New York,Northeast,Steuben County,36101,0.2529041811,25924.25,15.691
New York,Northeast,Suffolk County,36103,0.3379461253,37696.25,6.8855
New York,Northeast,Sullivan County,36105,0.3966664632,25777.25,17.7195
New York,Northeast,Tioga County,36107,0.2170322557,28778.5,9.8665
New York,Northeast,Tompkins County,36109,0.2010262815,28148.75,20.4265
New York,Northeast,Ulster County,36111,0.2708769999,30950.5,12.66575
New York,Northeast,Warren County,36113,0.4211614759,30819,11.47375
New York,Northeast,Washington County,36115,0.1684993381,24397.5,13.15725
New York,Northeast,Wayne County,36117,0.1530110325,25697,11.94675
New York,Northeast,Westchester County,36119,0.5004306892,48823.5,9.6095
New York,Northeast,Wyoming County,36121,0.1953083305,23744.5,11.01675
New York,Northeast,Yates County,36123,0.3978414944,25279.5,14.89875
North Carolina,South,Alamance County,37001,0.1883472871,23478.25,18.6995
North Carolina,South,Alexander County,37003,0.1148368741,20290.5,17.14325
North Carolina,South,Alleghany County,37005,0.275426435,20096.75,19.71975
North Carolina,South,Anson County,37007,0.1167072915,17104,23.83725
North Carolina,South,Ashe County,37009,0.1591107915,21399.75,20.54825
North Carolina,South,Avery County,37011,0.227823093,21496.25,17.098
North Carolina,South,Beaufort County,37013,0.2111037749,22374.25,19.18025
North Carolina,South,Bertie County,37015,0.2488141912,16881.5,23.03275
North Carolina,South,Bladen County,37017,0.19741924,19156.5,27.297
North Carolina,South,Brunswick County,37019,0.1701002433,27594.75,16.11925
North Carolina,South,Buncombe County,37021,0.2273974443,27060.5,16.043
North Carolina,South,Burke County,37023,0.1958435265,20271.25,20.1215
North Carolina,South,Cabarrus County,37025,0.1687851923,26175.5,12.65675
North Carolina,South,Caldwell County,37027,0.1406659484,19703.25,19.2785
North Carolina,South,Carteret County,37031,0.2039936791,28452.75,14.42775
North Carolina,South,Caswell County,37033,0.07666445516,19241.25,21.81425
North Carolina,South,Catawba County,37035,0.2073451996,23616,15.4935
North Carolina,South,Chatham County,37037,0.1966711157,32874.5,13.48275
North Carolina,South,Cherokee County,37039,0.1648604214,18742,19.191
North Carolina,South,Chowan County,37041,0.2249793815,21010.75,26.8545
North Carolina,South,Clay County,37043,0.1412388409,22299.5,21.28125
North Carolina,South,Cleveland County,37045,0.1753976549,20519,20.0945
North Carolina,South,Columbus County,37047,0.2776216586,19877.75,23.93
North Carolina,South,Craven County,37049,0.1425985557,24656.25,15.8835
North Carolina,South,Cumberland County,37051,0.1474053465,23087.5,17.35925
North Carolina,South,Currituck County,37053,0.4005367191,27070,10.07875
North Carolina,South,Dare County,37055,0.4608058707,30478.75,8.6055
North Carolina,South,Davidson County,37057,0.1986474977,22805,16.12175
North Carolina,South,Davie County,37059,0.10220007,27344.25,13.60575
North Carolina,South,Duplin County,37061,0.2110395069,17588,26.857
North Carolina,South,Durham County,37063,0.1677952069,30222.25,17.99375
North Carolina,South,Edgecombe County,37065,0.2162412318,17647,25.6225
North Carolina,South,Forsyth County,37067,0.2110311746,26869.5,19.20575
North Carolina,South,Franklin County,37069,0.118443177,21788.75,15.90025
North Carolina,South,Gaston County,37071,0.1554980521,22962.5,17.64525
North Carolina,South,Gates County,37073,0.2370663305,22257.75,15.46575
North Carolina,South,Graham County,37075,0.1737592126,19615,20.94025
North Carolina,South,Granville County,37077,0.1160825195,22935.25,15.9875
North Carolina,South,Greene County,37079,0.2379518724,18426.75,24.571
North Carolina,South,Guilford County,37081,0.2174151494,26769,17.7925
North Carolina,South,Halifax County,37083,0.3620653203,19127,26.585
North Carolina,South,Harnett County,37085,0.1508225887,20665.5,17.983
North Carolina,South,Haywood County,37087,0.1721711399,25362.75,16.56875
North Carolina,South,Henderson County,37089,0.2002622603,25970,13.99125
North Carolina,South,Hertford County,37091,0.3068317939,17520.5,25.56775
North Carolina,South,Hoke County,37093,0.1249285056,18733.25,22.54725
North Carolina,South,Hyde County,37095,0.2270148786,19076.75,21.7285
North Carolina,South,Iredell County,37097,0.1723214297,27354.5,13.60975
North Carolina,South,Jackson County,37099,0.1506151894,21366.75,22.28425
North Carolina,South,Johnston County,37101,0.1881254823,22757,15.87475
North Carolina,South,Jones County,37103,0.2040102435,20429.25,19.93575
North Carolina,South,Lee County,37105,0.2351029324,21784.25,18.49475
North Carolina,South,Lenoir County,37107,0.2497321604,20013.5,23.175
North Carolina,South,Lincoln County,37109,0.1904648595,26008.5,15.465
North Carolina,South,Mcdowell County,37111,0.1946069051,18903,20.59125
North Carolina,South,Macon County,37113,0.2721800881,24147,19.85975
North Carolina,South,Madison County,37115,0.1295122354,21011.75,17.55975
North Carolina,South,Martin County,37117,0.2140189881,19569.25,21.8055
North Carolina,South,Mecklenburg County,37119,0.201111117,33139.75,15.074
North Carolina,South,Mitchell County,37121,0.06609392731,21587.75,18.85325
North Carolina,South,Montgomery County,37123,0.1826574558,19349,24.694
North Carolina,South,Moore County,37125,0.2115668559,29451.25,15.42825
North Carolina,South,Nash County,37127,0.2418387899,23281,17.664
North Carolina,South,New Hanover County,37129,0.2117603046,29919,17.61675
North Carolina,South,Northampton County,37131,0.2179097166,18370.25,27.28525
North Carolina,South,Onslow County,37133,0.1078477129,21779.75,14.59525
North Carolina,South,Orange County,37135,0.1401267447,35838.5,16.214
North Carolina,South,Pamlico County,37137,0.3121537403,24271.5,13.79475
North Carolina,South,Pasquotank County,37139,0.1584767017,22486.75,18.6165
North Carolina,South,Pender County,37141,0.1893935763,23625.25,18.62175
North Carolina,South,Perquimans County,37143,0.14805279,23870.5,18.777
North Carolina,South,Person County,37145,0.1275407343,21420,19.074
North Carolina,South,Pitt County,37147,0.1465579345,23498.75,24.57075
North Carolina,South,Polk County,37149,0.1593517195,26659,14.61625
North Carolina,South,Randolph County,37151,0.1419832706,21080.25,17.55975
North Carolina,South,Richmond County,37153,0.2630401243,18172,25.344
North Carolina,South,Robeson County,37155,0.2287207305,15645.75,31.5335
North Carolina,South,Rockingham County,37157,0.2154473391,21066,18.69975
North Carolina,South,Rowan County,37159,0.1498989924,21557.5,18.4965
North Carolina,South,Rutherford County,37161,0.1879286389,19586,20.41275
North Carolina,South,Sampson County,37163,0.1611058594,19469,24.283
North Carolina,South,Scotland County,37165,0.1828801183,15876.75,31.553
North Carolina,South,Stanly County,37167,0.2348631533,21119.25,16.888
North Carolina,South,Stokes County,37169,0.1460074181,21420,16.31525
North Carolina,South,Surry County,37171,0.2316541172,20531,19.319
North Carolina,South,Swain County,37173,0.2115420102,19900.75,25.7065
North Carolina,South,Transylvania County,37175,0.2039870385,24445.5,13.75275
North Carolina,South,Tyrrell County,37177,0.2441240906,16546.25,22.70325
North Carolina,South,Union County,37179,0.1558924421,29626.5,9.72675
North Carolina,South,Vance County,37181,0.2360227944,18507.25,26.0355
North Carolina,South,Wake County,37183,0.1868230109,34211.75,11.0865
North Carolina,South,Warren County,37185,0.259095526,19247.75,24.83275
North Carolina,South,Washington County,37187,0.2627305349,19515.75,23.33575
North Carolina,South,Watauga County,37189,0.1984078325,22215.25,31.51975
North Carolina,South,Wayne County,37191,0.204915732,21563.25,22.17275
North Carolina,South,Wilkes County,37193,0.1825438209,19194.5,22.8635
North Carolina,South,Wilson County,37195,0.2340297262,21600.75,23.2005
North Carolina,South,Yadkin County,37197,0.1983862956,22064,19.28125
North Carolina,South,Yancey County,37199,0.1708164905,20973.25,21.14425
North Dakota,Midwest,Adams County,38001,0.5247599694,32808.25,9.79875
North Dakota,Midwest,Barnes County,38003,0.3401441176,32919.75,8.59
North Dakota,Midwest,Benson County,38005,0.4370247796,19715.75,34.59525
North Dakota,Midwest,Bottineau County,38009,0.1488410505,32382.66667,9.974666667
